title,categories,disposals,description,warnings
Straßenaufbruch,,,"Asphalt, Teer oder Straßenaufbruch werden weder auf den Deponien noch den Wertstoffhöfen von aha entgegengenommen. Bitte wenden Sie sich für die Entsorgung von Asphalt an einen externen Entsorger aus dem Branchenbuch/-verzeichnis oder dem Internet.",
Strauchschnitt,,"Wertstoffhof,Biotonne,Grüngutannahmestellen,Deponie","Bei den Wertstoffhöfen und Grüngutannahmestellen werden Baum-, Strauch- und Heckenschnitt (bis 15 cm Astdurchmesser und einer maximalen Länge von 150 cm) aus Privathaushalten in einer Anlieferung pro Kalendertag bis zu einer Gesamtmenge von insgesamt 1 m³ kostenlos angenommen.Wenn gelegentlich mehr Abfall entsteht, kann er im Kompostwerk der Deponien kostenpflichtig angeliefert werden. ",
Stragula-Linoleum-Platten/ Stragula Linoleum-Imitation,,,Stragula-Linoleum-Platten werden auf Grund Ihrer Asbestbelastung weder auf den Deponien noch auf den Wertstoffhöfen der Region Hannover entgegengenommen. Bitte wenden Sie sich für die Entsorgung dieser an eine externe Firma aus dem Branchenbuch/-verzeichnis oder dem Internet.,
Stoma/ künstlicher Darmausgang,Restabfall,Restabfalltonne,Stoma ( künstliche Darmausgangsbeutel) können nach der Entleerung über die Restabfalltonne entsorgt werden.,
Steinwolle,,Deponie,"Mineralwolle, -faser, Steinwolle, Glaswolle, -faserMineralwolle, -faser und Steinwolle aus Privathaushalten bis zu 1 m³ werden auf Deponien in Hannover und Wunstorf angenommen. Bitte verpacken Sie Ihre Mineralwolle o.ä. staubdicht in reißfesten Säcken, jedoch aus logistischen Gründen nicht in Big Bags. Vor Ort werden Ihre Abfälle in von uns bereit gestellte Big Bags umverpackt.Mengen größer 1 m³ aus Privathaushalten werden in reißfesten und staubdichten Säcken verpackt gegen Gebühr auf den Deponien in Hannover-Lahe und Wunstorf-Kolenfeld angenommen.Für gewerbliche Anlieferungen wenden Sie sich bitte an den aha- Gewerbekundenservice.",
Steinkohle,Restabfall,Restabfalltonne,"Nach dem Aussortieren von Wertstoffen (z.B. Papier oder Glas), Bio-, Bau- (z. B. Steine) und Sonderabfällen bleibt noch der so genannte Restabfall, wie z. B. Asche, Essensreste, Brot- und Kuchenreste, Fleisch- und Fischreste, Kehricht usw. übrig. Zur Grillzeit gehört Grill-, Holz-, Stein- und Braunkohlen- sowie Grillkohlenaschen (vollständig ausgeglüht), Schaschlikspieße, Streichhölzer, Feuerzeuge (wenn sie leer sind) und Servietten in den Restabfallbehälter.Wenn gelegentlich mehr Abfall anfällt, können Sie beim Wertstoffhof oder online einen Zusatzsack kaufen. Stellen Sie diesen am Leerungstag einfach zu dem Restabfallbehälter - wir nehmen ihn mit.",
Staubsaugerbeutel,Restabfall,Restabfalltonne,"Nach dem Aussortieren von Wertstoffen (z.B. Papier oder Glas), Bio-, Bau- (z. B. Steine) und Sonderabfällen bleibt noch der so genannte Restabfall, der in die Restabfalltonne gehört, wie z. B. Asche, Essensreste, Brot- und Kuchenreste, Fleisch- und Fischreste, Glühlampen, Kehricht usw. übrig. Zur Grillzeit gehört Grillkohle (vollständig ausgeglüht), Schaschlikspieße, Streichhölzer, Feuerzeuge (wenn sie leer sind) und Servietten in die Restabfalltonne.Wenn gelegentlich mehr Abfall anfällt, können Sie beim Wertstoffhof oder online einen Zusatzsack kaufen. Stellen Sie diesen am Leerungstag einfach zu dem Restabfallbehälter - wir nehmen ihn mit.",
Steine,,,"Bis zu 1m ³ reinen Kies/ reiner Steine können Sie täglich auf den Wertstoffhöfen oder den Deponien der Region Hannover kostenlos entsorgen. Bitte beachten Sie, dass möglichst keine Erde an dem Kies haftet.",
Spülmittelflasche,Leichtverpackungen,Gelbe Tonne,"Leichtverpackungen (LVP) sind Verkaufsverpackungen aus Kunststoffen, Metallen oder Materialverbunden. Zu den Leichtverpackungen gehören z. B. Joghurtbecher, Kunststoffflaschen und -folien. Leichtverpackungen werden im Stadtgebiet von Hannover und in der Region Hannover in der kostenfreien gelben Tonne gesammelt, anschließend sortiert und einer Verwertung zugeführt.Wichtiger Hinweis: Die Firma Remondis ist für die Leerung der gelben Tonne im Regionsgebiet zuständig und nicht aha. ",
Staubsauger,Elektrogeräte,"Wertstoffhof,Deponie,Deponie Hannover Lahe","Abgabe von Elektrogeräten:Elektrogeräte können entweder kostenfrei selbst auf unseren Wertstoffhöfen angeliefert werden, hierbei ist zu beachten das Großgeräte mit einer Kantenlänge über 50 cm (bei Kühlschränken handelt es sich immer um Großgeräte) nur noch auf den Deponien in Hannover (Lahe), Burgdorf und Kolenfeld sowie auf den Wertstoffhöfen Schörlingstraße (Hannover), Bissendorf und Sehnde abgegeben werden können (max. 2 Großgeräte pro Tag).Elektro-Kleingeräte, Fernseher und Monitore können Sie weiterhin auf allen Wertstoffhöfen entsorgen.Alternativ können die Großgeräte gegen eine Gebühr von 23,00 € je Gerät vom Straßenrand zu einem Elektroschrott Termin abgefahren werden. Die Abfuhr erfolgt für haushaltsübliche Geräte bis ca. 75kgDie Bezahlung erfolgt über eine Wertmarke die Sie auf unseren Wertstoffhöfen oder Bürgerbüros erwerben können oder per Rechnung.Bitte stellen Sie das Gerät in kürzester Entfernung zum Fahrbahnrand bzw. zum nächstmöglichen Halteplatz des Entsorgungsfahrzeuges ab.Unser Handzettel für die Elektrogeräte  ",
Spülkästen,,Wertstoffhof,"Spülkästen können Sie auf den Wertstoffhöfen und Deponien der Region Hannover abgeben, je nach Material können diese dann über den Sperrabfall-, den Plastik- oder den Bauschuttcontainer entsorgt werden.Bitte beachten Sie, dass täglich nur haushaltsübliche Mengen ( 2-3 Spülkästen je Kunde) angenommen werden.",
Spritzen,Restabfall,Restabfalltonne,"Spritzen können, soweit sie nicht infektiös sind, in den Restabfall gegeben werden. Sie gehören, zum Schutz der Mitmenschen, insbesondere zum Schutz der Müllwerker, in einen durchstichsicheren, bruchfesten Behälter. Das gilt auch für Spritzen aus Arztpraxen und Pflegeeinrichtungen.Bei Anfragen zu infektiösen Abfällen wenden Sie sich bitte an den&lt;link&gt; aha- Gewerbekundenservice. ",
Spraydose,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Spraydosen (wie Farb-/Lack-, Pflanzenschutz- und Backofensprays) zählen zu den gefährlichen Sonderabfällen. 30 Kg (Gesamtmenge/ Höchstmenge) dieser können Sie täglich auf den Wertstoffhöfen und Deponien im Bereich der Sonderabfallannahmestellen kostenlos abgeben.Beispiele für Spraydosen:Beispiele für Gaskartuschen:Gasflaschen wie auf dem folgenden Bild werden weder auf den Wertstoffhöfen noch auf den Deponien der Region Hannover angenommen. Bitte wenden Sie sich bezüglich der Entsorgung solcher Behälter an eine Fachfirma oder den Verkäufer.",
Sprit,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Split/Rollsplit,,,"Rollsplit als Streumittelersatz kann auf Grund seiner Verunreinigung über die Restabfallentsorgung (Restabfalltonne) entsorgt werden.Größere Menge reiner Rollsplit aus privaten Haushalten können auf den Deponien und Wertstoffhöfen über den Bauschuttcontainer entsorgt werden. Wichtig hierbei ist, dass der Split möglichst frei von Anhaftung und Verschmutzungen seien sollte und täglich nur bis zu 1 m³ angenommen werden können.",
Spiritus,Sonderabfall,"Wertstoffhof,Wertstoffinsel","Reste von Grillanzünder-Flüssigkeiten gehören zu den gefährlichen Abfällen (Sonderabfall), leere Grillanzünder-Glasflaschen können über Glascontainer entsorgt werden. ",
Spielzeug,Restabfall,Restabfalltonne,"Spielzeug, das nicht mehr gebrauchsfähig ist, gehört in den Restabfallbehälter. Größere Teile, z. B. Puppenwagen, Kaufmannsladen u. ä., können kostenfrei als Sperrabfall entsorgt werden.Spielzeuge mit elektrischen und elektronischen Bauteilen dürfen nur über die Elektroschrottsammlung auf den Wertstoffhöfen und Deponien entsorgt werden und nicht über den Restabfallbehälter.",
Spind (Metallschrank),Wertstoff,Wertstoffhof,"Massive Gegenstände aus Metall, die aus Vollmaterial bestehen (z.B. Schwungräder, Hantelscheiben, Metallstangen, Heimtrainer ohne Elektronik usw.), können aus Gründen der Arbeitssicherheit bei den nachfolgenden Verarbeitungsschritten nicht bei der Sperrabfallabfuhr mitgenommen werden.Für die Entsorgung dieser Metallteile vereinbaren Sie bitte einen gesonderten Abholtermin (kostenlos) oder nutzen die Abgabemöglichkeit auf einem unserer Wertstoffhöfe (kostenlos).Wichtiger Hinweis: Termine für die separate Abholung können nur telefonisch oder per E-Mail vereinbart werden.Für weitere Informationen kontaktieren Sie uns unter der Telefonnr. 0800 999 11 oder https://www.aha-region.de/kontaktformular",
Spielsand,,Deponie,"Bis zu einer Menge von 1 m³ pro Anlieferung und Tag an Bodenaushub aus Privathaushalten wird auf den Wertstoffhöfen der drei Deponien (Hannover, Kolenfeld und Burgdorf) kostenlos angenommen.Der Boden darf geringe Anteile von Steinen, Findlingen und Wurzelwerk (Kantenlänge max. 15cm) enthalten.Bitte beachten Sie, dass eine Abladung händisch erfolgen muss, da das Abkippen eines Anhängers nicht möglich ist. Für die Abladung empfehlen wir Schaufeln mitzubringen.Bitte beauftragen Sie zur Entsorgung von größeren Mengen an Bodenaushub eine externe Firma aus dem Branchenverzeichnis/ -buch oder dem Internet.  ",
Spielautomat,,,"Alte Spielautomaten werden nur auf den Deponie Kolenfeld und Burgdorf gegen Gebühr angenommen, da es sich um keinen haushaltsüblichen Gegenstand handelt. Die Wertstoffhöfe der Region Hannover nehmen diese nicht an.",
Spiegelschrank,Sperrabfall,"Wertstoffhof,Sperrabfallabholung",Dieses Badmöbel kann als Sperrabfall abgeholt oder an einem der Wertstoffhöfe abgegeben werden. Vorschaltgeräte und Leuchtstoffröhren müssen vorher entnommen worden sein. Die Vorschaltgeräte werden über Elektroschrott und die Leuchtstoffröhren über Sonderabfall entsorgt.,
Spiegelglas,Restabfall,Restabfalltonne,"Nach dem Aussortieren von Wertstoffen (z.B. Papier oder Glas), Bio-, Bau- (z. B. Steine) und Sonderabfällen bleibt noch der so genannte Restabfall, der in die Restabfalltonne gehört, wie z. B. Asche, Essensreste, Brot- und Kuchenreste, Fleisch- und Fischreste, Glühlampen, Kehricht usw. übrig. Zur Grillzeit gehört Grillkohle (vollständig ausgeglüht), Schaschlikspieße, Streichhölzer, Feuerzeuge (wenn sie leer sind) und Servietten in die Restabfalltonne.Wenn gelegentlich mehr Abfall anfällt, können Sie beim Wertstoffhof oder online einen Zusatzsack kaufen. Stellen Sie diesen am Leerungstag einfach zu dem Restabfallbehälter - wir nehmen ihn mit.",
Speiseöl,Restabfall,Restabfalltonne,"Reste von Speiseöl aus Privathaushalten können in festen Behältern, z. B. verschlossener Ölflasche, in den Restabfallbehälter gegeben werden. Für die Entsorgung von größeren Mengen wenden Sie sich bitte an unsere &lt;link&gt;Kundenbetreuung aha profi. ",
Sperrabfall,Sperrabfall,"Wertstoffhof,Sperrabfallabholung","Sperrabfall sind bewegliche Gegenstände aus Privathaushalten, die selbst nach einer zumutbaren Zerkleinerung auf Grund ihrer Sperrigkeit, ihres Gewichtes oder ihrer Materialbeschaffenheit nicht in die Restabfallbehälter und -zusatzsäcke passen, wie z. B. Tisch und Stühle, Sofas, Sessel, Polster, Bettgestelle aus Holz oder Kunststoff, Matratzen usw.5 m³ Sperrabfall können Sie kostenlos abholen lassen. Dabei sollten die Gegenstände eine Länge von 2 m und eine Gewicht von max. 75 kg nicht überschreiten. Bitte vereinbaren Sie einen Termin - online oder telefonisch.Wichtiger Hinweis: Glastische können nicht bei der Sperrabfallabfuhr mitgenommen werden. Bitte bringen Sie diese für die Entsorgung zu den Wertstoffhöfe oder Deponien.",
Speichersteine aus Nachtspeicheröfen,Sonderabfall,Deponie Hannover - Sonderabfallannahmestelle,"Können Sie hier entsorgen: Deponie Hannover - SonderabfallannahmestelleSpeichersteine (separat) aus Nachtspeicheröfen  Nachtspeicheröfen nicht auseinanderbauen! Speichersteine können sehr giftiges Chrom VI enthalten und sind ggf. mit Asbest belastet. Infos zur Annahme von Nachtspeicheröfen finden Sie unter dem Stichwort „Nachtspeicheröfen“ Separate Annahme von SpeichersteinenACHTUNG: Die Anlieferung von Speichersteinen kann nur im Sonderabfallzwischenlager der Deponie Hannover erfolgen und ist vorab telefonisch unter 0511 9911-47961, - 67829 oder 67836 abzustimmen. Die Annahmezeiten: Mo – Do 7:00 – 14:00 Uhr und Fr. 7:00 – 12:00 Uhr.",
Speichersteine,,Deponie,"Können Sie hier entsorgen:DeponieAlle NSÖ (Nachtspeicheröfen) – asbesthaltig und asbestfrei – werden an folgenden Standorten angenommen:Die Anlieferung der Geräte muss vorher telefonisch angemeldet werden: Nachtspeicheröfen nicht auseinanderbauen! Speichersteine können sehr giftiges Chrom VI enthalten und sind ggf. mit Asbest belastet. Infos zur Annahme von separaten Speichersteinen aus Nachtspeicheröfen finden Sie unter dem Stichwort „Speichersteine aus Nachtspeicheröfen“ Annahmebedingungen nach dem Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten (ElektroG): Voraussetzungen für die kostenfreie Annahme von Nachtspeicheröfen Hinweise: Es wird zwischen asbesthaltigen und asbestfreien Nachtspeicheröfen unterschieden. Nachtspeicheröfen die unsachgemäß verpackt oder ohne Palette angeliefert werden, werden nicht angenommen. Für alle Nachtspeicheröfen gilt: Zur eindeutigen Identifikation der Nachtspeicheröfen müssen Typenschilder gut lesbar und frei zugänglich sein.Für alle anderen Anlieferungen ist die Abgabe der Nachtspeicheröfen kostenpflichtig (107,37€/Stück) ",
Speicherbatterien für Photovoltaikanlagen (PV Anlagen),,,"aha nimmt Gerätebatterien, z. B. aus Taschenlampen, Uhren, Radios usw. an. Bis zu 30 kg Ihrer gefährlichen Abfälle täglich können Sie kostenlos auf den Wertstoffhöfen der Region Hannover oder der Deponie Hannover im Sonderabfallzwischenlager abgeben.Ausgediente Solarspeicher gehören laut §8 Batteriegesetz zu den Industriebatterien. Industriebatterien werden von aha nicht angenommen. Bitte geben Sie diese an den Fachhandel zurück.Die einzige Ausnahme von dieser Regel stellen Starterbatterien auf Bleibasis von LKWs und PKWs sowie Motorrädern dar.Hinweis: Ab Oktober 2022 werden nur noch Alt-Akku-Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird.",
Sonderabfall,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Solarthermie,Sonderabfall,"Deponie Hannover - Sonderabfallannahmestelle,Deponie Hannover Lahe","Solarthermie können in kleinmengen auf dem Wertstoffhof der Deponie Lahe angeliefert werden. Es ist dringend notwendig, bei der Anlieferung die Solarflüssigkeit vollständig zu entfernen. Die Flüssigkeit kann dann über das Sonderabfalllager entsorgt werden. ",
Solarspeicherbatterien / Solarspeicher,,,"aha nimmt Gerätebatterien, z. B. aus Taschenlampen, Uhren, Radios usw. an. Bis zu 30 kg Ihrer gefährlichen Abfälle täglich können Sie kostenlos auf den Wertstoffhöfen der Region Hannover oder der Deponie Hannover im Sonderabfallzwischenlager abgeben.Ausgediente Solarspeicher gehören laut §8 Batteriegesetz zu den Industriebatterien. Industriebatterien werden von aha nicht angenommen. Bitte geben Sie diese an den Fachhandel zurück.Die einzige Ausnahme von dieser Regel stellen Starterbatterien auf Bleibasis von LKWs und PKWs sowie Motorrädern dar.Hinweis: Ab Oktober 2022 werden nur noch Alt-Akku-Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird.",
